site,cell,PHASE,technology,2G status,3G status,ZTE CLUSTER SEQUENCE,VENDOR,AZIMUTH,LAT,LONG
SUK6487,SUK6487B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7312,68.8219
SUK6487,SUK6487C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7312,68.8219
SUK6488,SUK6488A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,50,27.6933,68.84
SUK6488,SUK6488B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.6933,68.84
SUK6488,SUK6488C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.6933,68.84
SUK6490,SUK6490A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,75,27.6661,68.8555
SUK6490,SUK6490B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,230,27.6661,68.8555
SUK6490,SUK6490C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,340,27.6661,68.8555
SUK6674,SUK6674A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,55,27.7007,68.8479
SUK6674,SUK6674B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,185,27.7007,68.8479
SUK6674,SUK6674C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,280,27.7007,68.8479
SUK6854,SUK6854A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,0,27.6642,68.8477
SUK6854,SUK6854B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,140,27.6642,68.8477
SUK6854,SUK6854C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,290,27.6642,68.8477
SUK6855,SUK6855A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6911,68.8952
SUK6855,SUK6855B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6911,68.8952
SUK6855,SUK6855C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6911,68.8952
SUK6883,SUK6883A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,60,27.6965,68.8671
SUK6883,SUK6883B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.6965,68.8671
SUK6883,SUK6883C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6965,68.8671
SUK6884,SUK6884A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,40,27.7391,68.8132
SUK6884,SUK6884B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,130,27.7391,68.8132
SUK6884,SUK6884C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,215,27.7391,68.8132
SUK7013,SUK7013A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,65,27.7112,68.8659
SUK7013,SUK7013B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,180,27.7112,68.8659
SUK7013,SUK7013C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,290,27.7112,68.8659
SUK7777,SUK7777A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.7048,68.8446
SUK7777,SUK7777B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.7048,68.8446
SUK7777,SUK7777C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,300,27.7048,68.8446
SUK9455,SUK9455A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,0,27.6945,68.8638
SUK9466,SUK9466A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,140,27.6947,68.8644
SUK9466,SUK9466B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,260,27.6947,68.8644
SUK9467,SUK9467A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,95,27.6934,68.8681
SUK9467,SUK9467B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,205,27.6934,68.8681
SUK9468,SUK9468A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,70,27.6929,68.8655
SUK9468,SUK9468B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,240,27.6929,68.8655
SUK9469,SUK9469A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,90,27.6933,68.8695
SUK9469,SUK9469B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,270,27.6933,68.8695
SUK9478,SUK9478A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,0,27.7228,68.7952
SUK9478,SUK9478B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,0,27.7228,68.7952
TRI6061,TRI6061A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,60,27.586,68.777
TRI6061,TRI6061B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,240,27.586,68.777
TRI6061,TRI6061C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,320,27.586,68.777
TRI6154,TRI6154A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,65,27.5803,68.7822
TRI6154,TRI6154B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,135,27.5803,68.7822
TRI6154,TRI6154C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,220,27.5803,68.7822
TRI6155,TRI6155A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,50,27.6036,68.7876
TRI6155,TRI6155B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,180,27.6036,68.7876
TRI6155,TRI6155C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_3_Sukkur,ZTE,250,27.6036,68.7876
TRI6159,TRI6159A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,40,27.6488,68.8357
TRI6159,TRI6159B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,210,27.6488,68.8357
TRI6159,TRI6159C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_8_Rohri,ZTE,300,27.6488,68.8357
ALH0052,ALH0052A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.2091,68.1953
ALH0052,ALH0052B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.2091,68.1953
ALH0052,ALH0052C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.2091,68.1953
ALL6664,ALL6664A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,20,28.0938,68.3223
ALL6664,ALL6664B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.0938,68.3223
ALL6664,ALL6664C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,290,28.0938,68.3223
ALL6665,ALL6665A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.0613,68.2665
ALL6665,ALL6665B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,175,28.0613,68.2665
ALL6665,ALL6665C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,290,28.0613,68.2665
GAH6602,GAH6602A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,30,28.4049,68.6578
GAH6602,GAH6602B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,150,28.4049,68.6578
GAH6602,GAH6602C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,250,28.4049,68.6578
GAH6603,GAH6603A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,40,28.3526,68.6032
GAH6603,GAH6603B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,130,28.3526,68.6032
GAH6603,GAH6603C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,270,28.3526,68.6032
GCD0005,GCD0005A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,65,28.133,68.561
GCD0005,GCD0005B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,150,28.133,68.561
GCD0005,GCD0005C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,270,28.133,68.561
GCD0008,GCD0008A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,40,28.1767,68.5017
GCD0008,GCD0008B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,130,28.1767,68.5017
GCD0008,GCD0008C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,230,28.1767,68.5017
GCD0043,GCD0043A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.203,68.5622
GCD0043,GCD0043B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,160,28.203,68.5622
GCD0043,GCD0043C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,275,28.203,68.5622
HGW0817,HGW0817A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,15,28.4528,68.0368
HGW0817,HGW0817B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,165,28.4528,68.0368
HGW0817,HGW0817C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,285,28.4528,68.0368
HGW6020,HGW6020A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,25,28.0687,68.5981
HGW6020,HGW6020B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,155,28.0687,68.5981
HGW6020,HGW6020C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,275,28.0687,68.5981
HGW6266,HGW6266A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.3256,68.4177
HGW6266,HGW6266B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,160,28.3256,68.4177
HGW6266,HGW6266C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,310,28.3256,68.4177
HGW6532,HGW6532A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,50,28.2408,68.471
HGW6532,HGW6532B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,145,28.2408,68.471
HGW6532,HGW6532C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,315,28.2408,68.471
HGW6780,HGW6780A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,60,28.3707,68.8737
HGW6780,HGW6780B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.3707,68.8737
HGW6780,HGW6780C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,300,28.3707,68.8737
HGW8900,HGW8900A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,50,28.3873,68.918
HGW8900,HGW8900B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.3873,68.918
HGW8900,HGW8900C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,300,28.3873,68.918
JAC5202,JAC5202A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,45,28.2795,68.4377
JAC5202,JAC5202B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,175,28.2795,68.4377
JAC5202,JAC5202C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.2795,68.4377
JAC5446,JAC5446A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,70,28.2738,68.443
JAC5446,JAC5446B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,140,28.2738,68.443
JAC5446,JAC5446C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,220,28.2738,68.443
JAC5446,JAC5446D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.2738,68.443
JAC5547,JAC5547A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.2871,68.4314
JAC5547,JAC5547B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.2871,68.4314
JAC5547,JAC5547C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,290,28.2871,68.4314
JAC5548,JAC5548A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.28,68.4315
JAC5548,JAC5548B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.28,68.4315
JAC5548,JAC5548C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.28,68.4315
JAC5746,JAC5746A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.2836,68.4424
JAC5746,JAC5746B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,185,28.2836,68.4424
JAC5746,JAC5746C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.2836,68.4424
JAC5747,JAC5747A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.2874,68.4367
JAC5747,JAC5747B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,175,28.2874,68.4367
JAC5747,JAC5747C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.2874,68.4367
JAC5748,JAC5748A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,60,28.285,68.4274
JAC5748,JAC5748B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.285,68.4274
JAC5748,JAC5748C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,300,28.285,68.4274
JAG7113,JAG7113A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,35,28.0816,68.492
JAG7113,JAG7113B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,140,28.0816,68.492
JAG7113,JAG7113C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,315,28.0816,68.492
KHD6606,KHD6606A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,45,28.0951,68.1797
KHD6606,KHD6606B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,190,28.0951,68.1797
KHD6606,KHD6606C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,290,28.0951,68.1797
KHD6607,KHD6607A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,90,28.0601,68.1714
KHD6607,KHD6607B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,160,28.0601,68.1714
KHD6607,KHD6607C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,265,28.0601,68.1714
MKP7064,MKP7064A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,10,28.1583,68.637
MKP7064,MKP7064B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,140,28.1583,68.637
MKP7064,MKP7064C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,250,28.1583,68.637
MOH6048,MOH6048A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,60,28.0212,68.3517
MOH6048,MOH6048B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,180,28.0212,68.3517
MOH6048,MOH6048C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_4_ShikarPur,ZTE,300,28.0212,68.3517
MPU7103,MPU7103A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,0,28.1795,68.732
MPU7103,MPU7103B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,70,28.1795,68.732
MPU7103,MPU7103C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,285,28.1795,68.732
MSP6600,MSP6600A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,10,28.3256,68.7372
MSP6600,MSP6600B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,120,28.3256,68.7372
MSP6600,MSP6600C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,280,28.3256,68.7372
MSP6601,MSP6601A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,70,28.3705,68.7293
MSP6601,MSP6601B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,180,28.3705,68.7293
MSP6601,MSP6601C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,320,28.3705,68.7293
MUB6581,MUB6581A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,50,28.2773,68.5676
MUB6581,MUB6581B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,140,28.2773,68.5676
MUB6581,MUB6581C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,270,28.2773,68.5676
SDR7066,SDR7066A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,50,28.169,68.2917
SDR7066,SDR7066B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,130,28.169,68.2917
SDR7066,SDR7066C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_5_Jacoabad,ZTE,240,28.169,68.2917
THL0019,THL0019A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,80,28.3306,68.8521
THL0019,THL0019B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.3306,68.8521
THL0019,THL0019C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,340,28.3306,68.8521
THL5706,THL5706A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,50,28.23,68.7796
THL5706,THL5706B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.23,68.7796
THL5706,THL5706C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,305,28.23,68.7796
THL5823,THL5823A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,50,28.2781,68.9973
THL5823,THL5823B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,160,28.2781,68.9973
THL5823,THL5823C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,290,28.2781,68.9973
THL5824,THL5824A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,60,28.2392,68.7771
THL5824,THL5824B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.2392,68.7771
THL5824,THL5824C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,315,28.2392,68.7771
THL6288,THL6288A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,100,28.2894,68.8616
THL6288,THL6288B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,240,28.2894,68.8616
THL6288,THL6288C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,350,28.2894,68.8616
THL6556,THL6556A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,55,28.2443,68.7764
THL6556,THL6556B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,175,28.2443,68.7764
THL6556,THL6556C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,300,28.2443,68.7764
THL6557,THL6557A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,55,28.2865,68.9976
THL6557,THL6557B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.2865,68.9976
THL6557,THL6557C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,300,28.2865,68.9976
THL8088,THL8088A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,70,28.2402,68.7727
THL8088,THL8088B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,180,28.2402,68.7727
THL8088,THL8088C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_6_Thul,ZTE,300,28.2402,68.7727
UMD5723,UMD5723A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,60,28.1743,68.0407
UMD5723,UMD5723B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,180,28.1743,68.0407
UMD5723,UMD5723C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,300,28.1743,68.0407
UMD5731,UMD5731A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,60,28.1799,68.054
UMD5731,UMD5731B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,180,28.1799,68.054
UMD5731,UMD5731C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,310,28.1799,68.054
UMD5737,UMD5737A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,40,28.3831,68.0487
UMD5737,UMD5737B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,180,28.3831,68.0487
UMD5737,UMD5737C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,280,28.3831,68.0487
UMD5744,UMD5744A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,40,28.2863,67.9427
UMD5744,UMD5744B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,135,28.2863,67.9427
UMD5744,UMD5744C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,270,28.2863,67.9427
UMD5838,UMD5838A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,60,28.1773,68.0476
UMD5838,UMD5838B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,190,28.1773,68.0476
UMD5838,UMD5838C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,300,28.1773,68.0476
UMD6558,UMD6558A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,50,28.1789,68.0412
UMD6558,UMD6558B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,185,28.1789,68.0412
UMD6558,UMD6558C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,310,28.1789,68.0412
UMD6709,UMD6709A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,40,28.3175,67.9805
UMD6709,UMD6709B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,150,28.3175,67.9805
UMD6709,UMD6709C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,240,28.3175,67.9805
UMD8075,UMD8075A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,60,28.378,67.9718
UMD8075,UMD8075B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,180,28.378,67.9718
UMD8075,UMD8075C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,330,28.378,67.9718
UMD9459,UMD9459A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,80,28.206,68.0329
UMD9459,UMD9459B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,190,28.206,68.0329
UMD9459,UMD9459C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_11_Khuzdar,ZTE,300,28.206,68.0329
CMN5092,CMN5092A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,60,30.9234,66.442
CMN5092,CMN5092B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,185,30.9234,66.442
CMN5092,CMN5092C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,310,30.9234,66.442
CMN5092,CMN5092D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,0,30.9234,66.442
CMN6078,CMN6078A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,60,30.9277,66.4682
CMN6078,CMN6078B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,180,30.9277,66.4682
CMN6078,CMN6078C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,300,30.9277,66.4682
CMN6292,CMN6292A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,60,30.9146,66.4463
CMN6292,CMN6292B,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,180,30.9146,66.4463
CMN6292,CMN6292C,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,300,30.9146,66.4463
CMN6292,CMN6292D,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,70,30.9146,66.4463
CMN7011,CMN7011A,Phase-2,#N/A,on air,#N/A,ZTE_Cluster_34_Chaman,ZTE,85,30.9264,66.45
